        U_ele_1         U_ele_2        band_gap       delta_gap      delta_band       delta_mag                                  mag_moment        obj_func           d_obj
        -1.3430          0.0000          0.0000          0.0000          1.9201          0.2625       [0.000,0.000,2.094,0.000,0.000,0.230]         -1.8779          1.6016
        -2.0325          0.0000          0.0000          0.0000          2.0105          0.3491     [-0.000,-0.000,1.882,0.000,0.000,0.202]         -2.0821          0.2042
         0.2530          0.0000          0.0000          0.0000          1.3384          0.0676     [0.000,0.000,2.608,-0.000,-0.000,0.322]         -0.8980          1.1841
         1.2973          0.0000          0.0000          0.0000          1.3795          0.0497       [0.000,0.000,2.628,0.000,0.000,0.272]         -0.9527          0.0548
         1.7223          0.0000          0.0000          0.0000          1.3006          0.0373       [0.000,0.000,2.658,0.000,0.000,0.264]         -0.8464          0.1063
         6.3981          0.0000          2.1205          2.1205          0.6119          0.0486     [0.000,0.000,2.831,-0.000,-0.000,0.145]         -0.1884          0.6581
         3.9314          0.0000          1.1017          1.1017          0.9373          0.0070     [0.000,0.000,2.750,-0.000,-0.000,0.207]         -0.4393          0.2509
         7.5718          0.0000          2.3192          2.3192          0.6291          0.0673     [0.000,0.000,2.868,-0.000,-0.000,0.118]         -0.2001          0.2391
         1.9948          0.0000          0.0000          0.0000          1.2777          0.0304       [0.000,0.000,2.677,0.000,0.000,0.262]         -0.8168          0.6166
         0.5765          0.0000          0.0000          0.0000          1.2806          0.0605     [0.000,0.000,2.625,-0.000,-0.000,0.315]         -0.8218          0.0051
         7.2006          0.0000          2.2579          2.2579          0.6072          0.0620       [0.000,0.000,2.857,0.000,0.000,0.125]         -0.1863          0.6356
         6.2630          0.0000          2.0976          2.0976          0.5986          0.0462       [0.000,0.000,2.826,0.000,0.000,0.148]         -0.1802          0.0060
         7.6500          0.0000          2.3323          2.3323          0.6291          0.0688     [0.000,0.000,2.871,-0.000,-0.000,0.116]         -0.2002          0.0200
         6.0538          0.0000          2.0604          2.0604          0.6313          0.0427     [0.000,0.000,2.819,-0.000,-0.000,0.153]         -0.2002      2.3289e-05
         6.8757          0.0000          2.2053          2.2053          0.5697          0.0562   [-0.000,-0.000,2.846,-0.000,-0.000,0.134]             nan             nan
